
DOWNLOAD,20/09/18 09:45:11
unknown,20/09/18 09:45:11
unknown,20/09/18 09:45:11
unknown,20/09/18 09:45:11
DOWNLOAD,20/09/18 09:45:12
DOWNLOAD,20/09/18 09:45:12
DOWNLOAD,20/09/18 09:45:12
DOWNLOAD,20/09/18 09:45:12
DOWNLOAD,20/09/18 09:45:12
DOWNLOAD,20/09/18 09:45:12
DOWNLOAD,20/09/18 09:45:13
DOWNLOAD,20/09/18 09:45:13
DOWNLOAD,20/09/18 09:45:13
DOWNLOAD,20/09/18 09:45:13
unknown,20/09/18 09:45:13
unknown,20/09/18 09:45:14
DOWNLOAD,20/09/18 09:45:14
DOWNLOAD,20/09/18 09:45:14
unknown,20/09/18 09:45:15
DOWNLOAD,20/09/18 09:45:15
DOWNLOAD,20/09/18 09:45:15
DOWNLOAD,20/09/18 09:45:15
unknown,20/09/18 09:45:15
DOWNLOAD,20/09/18 09:45:16
DOWNLOAD,20/09/18 09:45:16
DOWNLOAD,20/09/18 09:45:16
DOWNLOAD,20/09/18 09:45:16
unknown,20/09/18 09:45:16
DOWNLOAD,20/09/18 09:45:16
unknown,20/09/18 09:45:17
DOWNLOAD,20/09/18 09:45:17
unknown,20/09/18 09:45:17
DOWNLOAD,20/09/18 09:45:17
DOWNLOAD,20/09/18 09:45:17
DOWNLOAD,20/09/18 09:45:18
DOWNLOAD,20/09/18 09:45:18
DOWNLOAD,20/09/18 09:45:18
DOWNLOAD,20/09/18 09:45:18
DOWNLOAD,20/09/18 09:45:18
unknown,20/09/18 09:45:19
DOWNLOAD,20/09/18 09:45:19
DOWNLOAD,20/09/18 09:45:19
DOWNLOAD,20/09/18 09:45:19
DOWNLOAD,20/09/18 09:45:19
DOWNLOAD,20/09/18 09:45:19
DOWNLOAD,20/09/18 09:45:20
DOWNLOAD,20/09/18 09:45:20
DOWNLOAD,20/09/18 09:45:20
DOWNLOAD,20/09/18 09:45:20
DOWNLOAD,20/09/18 09:45:20
DOWNLOAD,20/09/18 09:45:21
DOWNLOAD,20/09/18 09:45:21
DOWNLOAD,20/09/18 09:45:21
DOWNLOAD,20/09/18 09:45:21
DOWNLOAD,20/09/18 09:45:21
unknown,20/09/18 09:45:22
unknown,20/09/18 09:45:22
DOWNLOAD,20/09/18 09:45:22
unknown,20/09/18 09:45:22
DOWNLOAD,20/09/18 09:45:23
DOWNLOAD,20/09/18 09:45:23
DOWNLOAD,20/09/18 09:45:23
DOWNLOAD,20/09/18 09:45:23
DOWNLOAD,20/09/18 09:45:23
DOWNLOAD,20/09/18 09:45:24
unknown,20/09/18 09:45:24
unknown,20/09/18 09:45:24
unknown,20/09/18 09:45:24
DOWNLOAD,20/09/18 09:45:25
DOWNLOAD,20/09/18 09:45:25
DOWNLOAD,20/09/18 09:45:25
DOWNLOAD,20/09/18 09:45:25
DOWNLOAD,20/09/18 09:45:25
DOWNLOAD,20/09/18 09:45:26
DOWNLOAD,20/09/18 09:45:26
DOWNLOAD,20/09/18 09:45:26
DOWNLOAD,20/09/18 09:45:26
unknown,20/09/18 09:45:26
DOWNLOAD,20/09/18 09:45:26
DOWNLOAD,20/09/18 09:45:27
DOWNLOAD,20/09/18 09:45:27
DOWNLOAD,20/09/18 09:45:27
DOWNLOAD,20/09/18 09:45:27
DOWNLOAD,20/09/18 09:45:27
DOWNLOAD,20/09/18 09:45:28
DOWNLOAD,20/09/18 09:45:28
DOWNLOAD,20/09/18 09:45:28
DOWNLOAD,20/09/18 09:45:28
DOWNLOAD,20/09/18 09:45:28
DOWNLOAD,20/09/18 09:45:29
DOWNLOAD,20/09/18 09:45:29
DOWNLOAD,20/09/18 09:45:29
DOWNLOAD,20/09/18 09:45:29
DOWNLOAD,20/09/18 09:45:29
DOWNLOAD,20/09/18 09:45:29
DOWNLOAD,20/09/18 09:45:30
DOWNLOAD,20/09/18 09:45:30
DOWNLOAD,20/09/18 09:45:30
DOWNLOAD,20/09/18 09:45:30
DOWNLOAD,20/09/18 09:45:30
DOWNLOAD,20/09/18 09:45:31
DOWNLOAD,20/09/18 09:45:31
DOWNLOAD,20/09/18 09:45:31
DOWNLOAD,20/09/18 09:45:31
DOWNLOAD,20/09/18 09:45:31
DOWNLOAD,20/09/18 09:45:32
DOWNLOAD,20/09/18 09:45:32
DOWNLOAD,20/09/18 09:45:32
DOWNLOAD,20/09/18 09:45:32
DOWNLOAD,20/09/18 09:45:32
DOWNLOAD,20/09/18 09:45:32
DOWNLOAD,20/09/18 09:45:33
DOWNLOAD,20/09/18 09:45:33
unknown,20/09/18 09:45:33
unknown,20/09/18 09:45:35
unknown,20/09/18 09:45:35
unknown,20/09/18 09:45:37
unknown,20/09/18 09:45:48
unknown,20/09/18 09:46:26
unknown,20/09/18 09:46:56
unknown,20/09/18 09:46:57
unknown,20/09/18 09:46:57
unknown,20/09/18 09:46:57
unknown,20/09/18 09:46:57
unknown,20/09/18 09:46:57
unknown,20/09/18 09:46:57
unknown,20/09/18 09:46:58
unknown,20/09/18 09:46:58
unknown,20/09/18 09:46:58
unknown,20/09/18 09:46:58
unknown,20/09/18 09:46:58
unknown,20/09/18 09:46:59
unknown,20/09/18 09:46:59
unknown,20/09/18 09:46:59
unknown,20/09/18 09:46:59
unknown,20/09/18 09:46:59
unknown,20/09/18 09:47:00
unknown,20/09/18 09:47:00
unknown,20/09/18 09:47:00
unknown,20/09/18 09:47:00
unknown,20/09/18 09:47:00
unknown,20/09/18 09:47:00
unknown,20/09/18 09:47:01
unknown,20/09/18 09:47:01
unknown,20/09/18 09:47:01
unknown,20/09/18 09:47:01
unknown,20/09/18 09:47:02
unknown,20/09/18 09:47:02
unknown,20/09/18 09:47:02
unknown,20/09/18 09:47:02
unknown,20/09/18 09:47:02
unknown,20/09/18 09:47:03
unknown,20/09/18 09:47:03
unknown,20/09/18 09:47:03
unknown,20/09/18 09:47:03
unknown,20/09/18 09:47:03
unknown,20/09/18 09:47:04
unknown,20/09/18 09:47:04
unknown,20/09/18 09:47:04
DOWNLOAD,20/09/18 09:47:05
unknown,20/09/18 09:47:05
DOWNLOAD,20/09/18 09:47:05
DOWNLOAD,20/09/18 09:47:05
DOWNLOAD,20/09/18 09:47:06
DOWNLOAD,20/09/18 09:47:06
DOWNLOAD,20/09/18 09:47:06
DOWNLOAD,20/09/18 09:47:06
DOWNLOAD,20/09/18 09:47:06
RITZ,20/09/18 10:53:47
unknown,20/09/18 10:53:47
RITZ,20/09/18 10:53:47
RITZ,20/09/18 10:53:47
RITZ,20/09/18 10:53:48
RITZ,20/09/18 10:53:48
RITZ,20/09/18 10:53:48
RITZ,20/09/18 10:53:48
RITZ,20/09/18 10:53:48
RITZ,20/09/18 10:53:49
RITZ,20/09/18 10:53:49
RITZ,20/09/18 10:53:49
RITZ,20/09/18 10:53:49
RITZ,20/09/18 10:53:49
RITZ,20/09/18 10:53:49
RITZ,20/09/18 10:53:50
RITZ,20/09/18 10:53:50
RITZ,20/09/18 10:53:50
unknown,20/09/18 10:53:50
unknown,20/09/18 10:53:51
unknown,22/12/03 21:01:14
unknown,22/12/03 21:01:14
unknown,22/12/03 21:01:15
unknown,22/12/03 21:01:16
unknown,22/12/03 21:01:16
unknown,22/12/03 21:01:17
unknown,22/12/06 13:49:05
unknown,22/12/06 13:49:06
unknown,22/12/06 13:49:06
unknown,22/12/06 13:49:07
unknown,22/12/06 13:49:07
unknown,22/12/06 13:49:08
unknown,22/12/06 13:49:09
unknown,22/12/06 13:49:09
RITZ,22/12/07 14:22:18
RITZ,22/12/07 14:23:58
RITZ,22/12/07 14:26:45
RITZ,22/12/08 12:15:07
RITZ,22/12/08 12:16:43
RITZ,22/12/08 12:27:43
RITZ,22/12/08 12:31:21
RITZ,22/12/08 12:39:55
RITZ,22/12/08 12:42:48
RITZ,22/12/08 13:24:32,Clock In
RITZ,22/12/08 13:24:36,Clock Out
RITZ,22/12/08 13:24:44,Clock In
RITZ,22/12/08 13:26:42,Clock In
RITZ,22/12/08 13:27:00,Clock In
RITZ,22/12/08 13:27:10,Clock Out
RITZ,22/12/08 19:11:39,Clock In
RITZ,22/12/08 19:11:58,Clock Out
RITZ,22/12/08 19:14:02,Clock In
RITZ,22/12/08 19:14:12,Clock Out
RITZ,22/12/08 19:15:36,Clock In
RITZ,22/12/08 19:16:02,Clock Out
RITZ,22/12/08 19:22:26,Clock In
RITZ,22/12/08 19:22:38,Clock Out
RITZ,22/12/08 19:25:34,Clock In
RITZ,22/12/08 19:25:45,Clock Out
RITZ,22/12/08 19:27:24,Clock In
RITZ,22/12/08 19:27:34,Clock Out
RITZ,22/12/08 19:28:22,Clock In
RITZ,22/12/08 19:57:05,Clock In
RITZ,22/12/08 19:58:13,Clock Out
RITZ,22/12/08 20:04:22,Clock In
RITZ,22/12/08 20:05:58,Clock Out
RITZ,22/12/18 13:16:25,Clock In
OBAMA,22/12/18 13:17:35,Clock Out
OBAMA,22/12/18 13:17:59,Clock In
OBAMA,22/12/18 13:18:14,Clock In
OBAMA,22/12/18 13:18:52,Clock In
OBAMA,22/12/18 13:19:04,Clock Out
